10.	-0.000011902780767592376
10.5	-0.00003683039223929139
11.	-0.00009994280077601146
11.5	-0.00024283011658784642
12.	-0.0005370315808266012
12.5	-0.0010956555509490367
13.	-0.0020851577418474192
13.5	-0.00373593769958146
14.	-0.006350538145040935
14.5	-0.010308579535559737
15.	-0.01606797336726103
15.5	-0.024162402309378283
16.	-0.03519538740020417
16.5	-0.04983154085026124
17.	-0.06878569913617533
17.5	-0.09281071499141741
18.	-0.12268458713263311
18.5	-0.15919758679452156
19.	-0.20313984109639474
19.5	-0.2552898037137348
20.	-0.3164038193822023
20.5	-0.38720699985110785
21.	-0.46838541623019864
21.5	-0.5605796797346835
22.	-0.6643797870143634
22.5	-0.7803212242924571
23.	-0.9088821430037152
23.5	-1.0504815717507971
24.	-1.2054784592082364
24.5	-1.3741715119400666
25.	-1.5567996305706753
25.5	-1.7535429207631732
26.	-1.9645241040634445
26.5	-2.189810320010044
27.	-2.4294151741033514
27.5	-2.683301032495394
28.	-2.9513814478702343
28.5	-3.2335237270840715
29.	-3.5295515456719313
29.5	-3.8392476312440684
30.	-4.162356437483584
30.5	-4.4985868327733485
31.	-4.847614746377121
31.5	-5.209085792893566
32.	-5.582617831393789
32.5	-5.9678034799358946
33.	-6.364212554163281
33.5	-6.7713944431552076
34.	-7.1888804055992805
34.5	-7.616185792440746
35.	-8.05281218775301
35.5	-8.498249470766599
36.	-8.95197779493068
36.5	-9.41346948591219
37.	-9.882190856780543
37.5	-10.357603941094922
38.	-10.839168144288516
38.5	-11.326341813948009
39.	-11.818583725404144
39.5	-12.315354496203064
40.	-12.816117906363266
40.5	-13.320342157651078
41.	-13.827501038659356
41.5	-14.337075024158366
42.	-14.848552292381433
42.5	-15.3614296756038
43.	-15.875213526012026
43.5	-16.38942052482754
44.	-16.903578405553386
44.5	-17.417226627321764
45.	-17.92991695411533
45.5	-18.441214006432116
46.	-18.95069571729767
46.5	-19.457953739862006
47.	-19.962593805207042
47.5	-20.464236003630596
48.	-20.96251502762926
48.5	-21.45708036783769
49.	-21.947596418811266
49.5	-22.433742606736537
50.	-22.91521340024631
50.5	-23.391718337214687
51.	-23.86298195436647
51.5	-24.32874374559306
52.	-24.788758014163847
52.5	-25.242793762941872
53.	-25.690634480531173
53.5	-26.132077976991784
54.	-26.566936112740976
54.5	-26.995034586180548
55.	-27.41621261195385
55.5	-27.83032267536127
56.	-28.237230178494368
56.5	-28.6368131618438
57.	-29.028961894212593
57.5	-29.413578596763692
58.	-29.79057703406335
58.5	-30.159882161230446
59.	-30.521429744142285
59.5	-30.875165997488853
60.	-31.221047163114882
60.5	-31.5590391821471
61.	-31.889117243696337
61.5	-32.21126546469515
62.	-32.52547645321166
62.5	-32.831750963631784
63.	-33.13009750096405
63.5	-33.420531961491996
64.	-33.70307723597053
64.5	-33.9777629119915
65.	-34.24462482622471
65.5	-34.50370480566586
66.	-34.75505026423786
66.5	-34.99871392259921
67.	-35.2347534183036
67.5	-35.463231062063535
68.	-35.6842134711005
68.5	-35.897771330021925
69.	-36.10397903253135
69.5	-36.30291447632359
70.	-36.49465872978845
70.5	-36.67929582472836
71.	-36.856912466522374
71.5	-37.02759782604304
72.	-37.19144327640231
72.5	-37.348542209024586
73.	-37.49898977696621
73.5	-37.64288274357149
74.	-37.78031923197922
74.5	-37.911398599594975
75.	-38.036221203446196
75.5	-38.15488828616887
76.	-38.26750177261218
