2.999999999999999889e-01 0.000000000000000000e+00 7.000000000000000000e+00 -4.389769346030451651e-03 2.611058461784449957e-03
2.999999999999999889e-01 1.000000000000000000e+00 7.000000000000000000e+00 -1.020231795910518310e-02 2.524408447267975381e-03
2.999999999999999889e-01 2.000000000000000000e+00 7.000000000000000000e+00 -5.469325415635079880e-03 2.637857616307439507e-03
2.999999999999999889e-01 3.000000000000000000e+00 7.000000000000000000e+00 -3.754280903379945532e-03 2.592456550455703515e-03
2.999999999999999889e-01 4.000000000000000000e+00 7.000000000000000000e+00 3.800357536081328907e-05 2.665791341267824584e-03
2.999999999999999889e-01 5.000000000000000000e+00 7.000000000000000000e+00 -1.855115323809467746e-04 2.350221518722852860e-03
2.999999999999999889e-01 6.000000000000000000e+00 7.000000000000000000e+00 -3.431787652594017182e-04 2.241364367020136535e-03
2.999999999999999889e-01 7.000000000000000000e+00 7.000000000000000000e+00 1.152020011850776967e-07 1.704217265378002834e-03
1.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 -2.191009351578255604e+00 1.738635161946808054e-03
1.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 -5.481084311018293853e+00 1.617796659072610410e-03
1.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 -2.968652043613277947e+00 1.619524026453246718e-03
1.000000000000000000e+00 3.000000000000000000e+00 7.000000000000000000e+00 -2.202754761303193920e+00 1.541087684018355641e-03
1.000000000000000000e+00 4.000000000000000000e+00 7.000000000000000000e+00 1.636675698236980669e-02 3.654682854375164176e-03
1.000000000000000000e+00 5.000000000000000000e+00 7.000000000000000000e+00 -2.841331165174801332e-02 2.036659961187484765e-03
1.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 -5.231188823668606741e-02 2.040372309905003935e-03
1.000000000000000000e+00 7.000000000000000000e+00 7.000000000000000000e+00 1.799052779688089265e-05 9.993507439582116365e-04
3.000000000000000000e+00 0.000000000000000000e+00 7.000000000000000000e+00 -5.802243730985463799e+02 9.969533212643862628e-04
3.000000000000000000e+00 1.000000000000000000e+00 7.000000000000000000e+00 -1.477571642848225792e+03 9.923050494466661292e-04
3.000000000000000000e+00 2.000000000000000000e+00 7.000000000000000000e+00 -8.013558329715511945e+02 9.909319636694040572e-04
3.000000000000000000e+00 3.000000000000000000e+00 7.000000000000000000e+00 -6.086616462327451700e+02 9.974921118456952455e-04
3.000000000000000000e+00 4.000000000000000000e+00 7.000000000000000000e+00 2.725956533096386192e+00 7.843235437122704837e-03
3.000000000000000000e+00 5.000000000000000000e+00 7.000000000000000000e+00 -1.787091824731441347e+00 1.950192116895661017e-03
3.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 -3.280970653250791624e+00 1.977175539455819277e-03
3.000000000000000000e+00 7.000000000000000000e+00 7.000000000000000000e+00 1.585858911979490726e-03 9.992077658471578295e-04
1.000000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+00 -2.546959969710136065e+05 9.816335599118620851e-04
1.000000000000000000e+01 1.000000000000000000e+00 7.000000000000000000e+00 -6.505690406538592651e+05 9.921195335759564957e-04
1.000000000000000000e+01 2.000000000000000000e+00 7.000000000000000000e+00 -3.501727228669469478e+05 9.994066145759766904e-04
1.000000000000000000e+01 3.000000000000000000e+00 7.000000000000000000e+00 -2.706318257743039285e+05 9.920891901310767164e-04
1.000000000000000000e+01 4.000000000000000000e+00 7.000000000000000000e+00 4.819647516741708841e+02 1.720984113870584198e-02
1.000000000000000000e+01 5.000000000000000000e+00 7.000000000000000000e+00 -1.267304701457710934e+02 2.038217625795585210e-03
1.000000000000000000e+01 6.000000000000000000e+00 7.000000000000000000e+00 -2.343553138591710194e+02 2.198215829766132431e-03
1.000000000000000000e+01 7.000000000000000000e+00 7.000000000000000000e+00 2.026680430449087078e-01 9.788027263602640075e-04
3.000000000000000000e+01 0.000000000000000000e+00 7.000000000000000000e+00 -6.384256811287415773e+07 9.968112798035173860e-04
3.000000000000000000e+01 1.000000000000000000e+00 7.000000000000000000e+00 -1.631312446077341437e+08 9.894646341063748421e-04
3.000000000000000000e+01 2.000000000000000000e+00 7.000000000000000000e+00 -8.737481541039380431e+07 9.950548971767337204e-04
3.000000000000000000e+01 3.000000000000000000e+00 7.000000000000000000e+00 -6.808005400077986717e+07 9.685328640743449827e-04
3.000000000000000000e+01 4.000000000000000000e+00 7.000000000000000000e+00 4.005003662533772876e+04 2.641070857354790163e-02
3.000000000000000000e+01 5.000000000000000000e+00 7.000000000000000000e+00 -5.346249040642619548e+03 2.197305298842087886e-03
3.000000000000000000e+01 6.000000000000000000e+00 7.000000000000000000e+00 -9.897759028851078256e+03 2.377728075223622863e-03
3.000000000000000000e+01 7.000000000000000000e+00 7.000000000000000000e+00 1.662004225101372867e+01 9.906488454396126381e-04
1.000000000000000000e+02 0.000000000000000000e+00 7.000000000000000000e+00 -2.705671731522770691e+10 9.800362697696589701e-04
1.000000000000000000e+02 1.000000000000000000e+00 7.000000000000000000e+00 -6.879590577640676880e+10 9.965661219516349333e-04
1.000000000000000000e+02 2.000000000000000000e+00 7.000000000000000000e+00 -3.663774750757520294e+10 9.921189514831368038e-04
1.000000000000000000e+02 3.000000000000000000e+00 7.000000000000000000e+00 -2.905806832739455414e+10 9.908580669650271164e-04
1.000000000000000000e+02 4.000000000000000000e+00 7.000000000000000000e+00 2.985785528153005056e+06 3.194397057490836606e-02
1.000000000000000000e+02 5.000000000000000000e+00 7.000000000000000000e+00 -2.847968886029016576e+05 2.704001314024252062e-03
1.000000000000000000e+02 6.000000000000000000e+00 7.000000000000000000e+00 -5.204996590675967163e+05 2.513804121726764210e-03
1.000000000000000000e+02 7.000000000000000000e+00 7.000000000000000000e+00 2.065463124093416354e+03 9.800409678800479744e-04
3.000000000000000000e+02 0.000000000000000000e+00 7.000000000000000000e+00 -7.313431094999428711e+12 9.818470927779880848e-04
3.000000000000000000e+02 1.000000000000000000e+00 7.000000000000000000e+00 -1.823445364810151172e+13 9.744350802447860260e-04
