7.071097115840530023e-06 1.180514846055302769e-05 1.212037841469282284e-05 1.245207295141881332e-05 1.280155265703797340e-05 1.317028181802015752e-05 1.355989206786034629e-05 1.397220603394089267e-05 1.440926007489906624e-05 1.487334520788863301e-05 1.536704439786262810e-05 1.589327985129784793e-05 1.645536940486636013e-05 1.705710201349575073e-05 1.770281414792407304e-05 1.839750439103227109e-05 1.914695531013421714e-05 1.995790080400183797e-05 2.083822073473129421e-05 2.179720468120649457e-05 2.284587571921292692e-05 2.399742515990510583e-05 2.526775460864882916e-05 2.667622720764484257e-05 2.824665898515377194e-05 3.000865945068653673e-05 3.199955244781449437e-05 3.426700641284696758e-05 3.687291609821841121e-05 3.989916513091884553e-05
7.807779184076935053e-06 1.439305196981877089e-05 1.477738624089397490e-05 1.518179396953200921e-05 1.560788405186031014e-05 1.605744546395726502e-05 1.653246727073565125e-05 1.703516682027839124e-05 1.756803067110013217e-05 1.813385460991412401e-05 1.873578003142029047e-05 1.937737579282838851e-05 2.006268368859309703e-05 2.079632577078882605e-05 2.158358984161168337e-05 2.243057133455295116e-05 2.334431337658315897e-05 2.433303416182752699e-05 2.540633431635797024e-05 2.657554614415857941e-05 2.785410651995334774e-05 2.925809349108021706e-05 3.080690294154919684e-05 3.252413807786069810e-05 3.443883906584233046e-05 3.658710193121805787e-05 3.901443051290698349e-05 4.177895243628881872e-05 4.495613029575906694e-05 4.864578295382671058e-05
8.621210326964501292e-06 1.754826917022000998e-05 1.801685539248865098e-05 1.850991611718200147e-05 1.902941585285589099e-05 1.957752829184755683e-05 2.015668178501073271e-05 2.076958298857789487e-05 2.141926051990594715e-05 2.210912134614773095e-05 2.284300171595532447e-05 2.362524537602439523e-05 2.446078724460676312e-05 2.535525709390640259e-05 2.631510142236948013e-05 2.734775625867769122e-05 2.846181087079457939e-05 2.966727333841845393e-05 3.097586522926576436e-05 3.240138175897300243e-05 3.396022657398134470e-05 3.567199746612459421e-05 3.756033402169123292e-05 3.965402356698177755e-05 4.198844544589519501e-05 4.460765558178536594e-05 4.756710404762998223e-05 5.093765139463357627e-05 5.481132757267914712e-05 5.930981569690629840e-05
9.519386367173865438e-06 2.139516800525598228e-05 2.196647801611106843e-05 2.256762672914192080e-05 2.320100793440360576e-05 2.386927917541470379e-05 2.457539085298776627e-05 2.532264807086903602e-05 2.611474701552651823e-05 2.695584043976850808e-05 2.785059950838331133e-05 2.880432657548226416e-05 2.982303340104408562e-05 3.091359030804596841e-05 3.208385169273242354e-05 3.334287612233310938e-05 3.470115552772767842e-05 3.617087349994108081e-05 3.776632729568518698e-05 3.950434984290041029e-05 4.140492092119529843e-05 4.349194568931125104e-05 4.579424057737924159e-05 4.834689389099366963e-05 5.119307388667948544e-05 5.438645894173532724e-05 5.799467180622741580e-05 6.210409628693014383e-05 6.682695675408467650e-05 7.231158815557137132e-05
1.051113667926983908e-05 2.608537397463805974e-05 2.678192686289548874e-05 2.751485772023443133e-05 2.828708784363698214e-05 2.910185685323085636e-05 2.996276271005626768e-05 3.087383083766326308e-05 3.183957596775144339e-05 3.286504579591564834e-05 3.395595558686181903e-05 3.511875547701492906e-05 3.636078326962888241e-05 3.769040267798118293e-05 3.911721069016493857e-05 4.065223765792325139e-05 4.230827471474185586e-05 4.410018300404772162e-05 4.604539208230562508e-05 4.816442014998756349e-05 5.048163075116463006e-05 5.302616045810282230e-05 5.583315942203626037e-05 5.894540663575753570e-05 6.241552182473242283e-05 6.630895222770050168e-05 7.070814172038808465e-05 7.571843889309093356e-05 8.147662447299808264e-05 8.816360059427097440e-05
1.160620831797132269e-05 3.180374915245920420e-05 3.265300256316550076e-05 3.354660657350905240e-05 3.448812276474200189e-05 3.548149834387004375e-05 3.653113162727095187e-05 3.764192661037668586e-05 3.881937664118595421e-05 4.006964809377677739e-05 4.139970769756473601e-05 4.281740984879434109e-05 4.433171125128865242e-05 4.595280552166514099e-05 4.769239603774622083e-05 4.956393240718171000e-05 5.158299973118118942e-05 5.376772605814039707e-05 5.613936082227155566e-05 5.872291876585222781e-05 6.154809670988470316e-05 6.465044134529307485e-05 6.807277532061561942e-05 7.186728180386126041e-05 7.609810563735663891e-05 8.084504952421411872e-05 8.620861626695841551e-05 9.231726289726793766e-05 9.933774708770215511e-05 1.074906176654621959e-04
1.281536879105260596e-05 3.877571725752204657e-05 3.981112968176603317e-05 4.090063157491385937e-05 4.204854849376715720e-05 4.325968620833009481e-05 4.453942528925836086e-05 4.589372110785916448e-05 4.732929301098920405e-05 4.885364251094870269e-05 5.047526792623102665e-05 5.220376260695047677e-05 5.405002593761309981e-05 5.602650344371795654e-05 5.814743781229481101e-05 6.042924360372126102e-05 6.289092561928555369e-05 6.555459549417719245e-05 6.844611925771459937e-05 7.159604137996211648e-05 7.504055247409269214e-05 7.882298086769878864e-05 8.299556066049262881e-05 8.762189099797978997e-05 9.278019570047035813e-05 9.856773976935073733e-05 1.051071012625470757e-04 1.125548660638742149e-04 1.211143753607757390e-04 1.310544903390109539e-04
1.415050064679235220e-05 4.727604027721099555e-05 4.853844075114466250e-05 4.986677959095686674e-05 5.126633186591789126e-05 5.274298382573761046e-05 5.430325109045952559e-05 5.595443872152827680e-05 5.770471034338697791e-05 5.956323002465069294e-05 6.154034781502559781e-05 6.364775617839768529e-05 6.589875556528568268e-05 6.830850179539993405e-05 7.089439168339595199e-05 7.367640500888228416e-05 7.667773024877533317e-05 7.992531755007803440e-05 8.345072274096310139e-05 8.729116234462708235e-05 9.149077231995761395e-05 9.610237611923366785e-05 1.011896601994521916e-04 1.068301717168651521e-04 1.131192475440911949e-04 1.201755439979024231e-04 1.281484437640756369e-04 1.372288825223222375e-04 1.476647885283455253e-04 1.597839436726644635e-04
1.562472971272654831e-05 5.763979061157442629e-05 5.917893213336355984e-05 6.079846207285299897e-05 6.250482692848891020e-05 6.430518260458484292e-05 6.620749627472832799e-05 6.822065915912389755e-05 7.035461749183014035e-05 7.262056169565767050e-05 7.503108645323663950e-05 7.760046719340607524e-05 8.034492930164560676e-05 8.328293915838003159e-05 8.643569162813946605e-05 8.982757572084665298e-05 9.348684397991746664e-05 9.744636190589517355e-05 1.017446120386011899e-04 1.064269381458871067e-04 1.115471750381402671e-04 1.171697222162038088e-04 1.233722141478210688e-04 1.302492164541035891e-04 1.379169843858107924e-04 1.465201348764821887e-04 1.562408433528617024e-04 1.673118822509422898e-04 1.800354802981019020e-04 1.948114077094942331e-04
1.725254696793854237e-05 7.027545507298782468e-05 7.215200457721948624e-05 7.412656850647181273e-05 7.620699034305289388e-05 7.840201578801497817e-05 8.072135096881538630e-05 8.317582978634163737e-05 8.577758126193657517e-05 8.854026236804202199e-05 9.147922537522390485e-05 9.461187437409535050e-05 9.795797086553648114e-05 1.015400266624055803e-04 1.053839223459362984e-04 1.095193729270249605e-04 1.139808227890171111e-04 1.188083333545364439e-04 1.240488199982792139e-04 1.297575945500284433e-04 1.360002788715064526e-04 1.428553805453702807e-04 1.504175888840109110e-04 1.588021259522065520e-04 1.681508147157728672e-04 1.786399079719558358e-04 1.904915698105469346e-04 2.039895771304145455e-04 2.195024426328018308e-04 2.375174663029611111e-04
1.904995406221132725e-05 8.568107296014204621e-05 8.796899783192202449e-05 9.037641575559973717e-05 9.291290916735306382e-05 9.558912279317155480e-05 9.841689461609348655e-05 1.014094377751462162e-04 1.045815442921593785e-04 1.079498542821966112e-04 1.115330815082415938e-04 1.153524644905701280e-04 1.194320720969699323e-04 1.237994001712650061e-04 1.284859317820519209e-04 1.335279521299526095e-04 1.389674143865704536e-04 1.448531838832423091e-04 1.512425078544765711e-04 1.582027325639501214e-04 1.658139372011646628e-04 1.741717860568314791e-04 1.833917631302028894e-04 1.936143380589783192e-04 2.050124166999012232e-04 2.178009017370641232e-04 2.322506479686126113e-04 2.487076562829315662e-04 2.676211588550359011e-04 2.895854122471064329e-04
2.103461883962154388e-05 1.044638775056228042e-04 1.072533559636212885e-04 1.101885209209285676e-04 1.132810575654730201e-04 1.165439462056383491e-04 1.199916077894158661e-04 1.236401731148362160e-04 1.275076647289097309e-04 1.316143461735919118e-04 1.359830930596217513e-04 1.406397495884448290e-04 1.456136815249919891e-04 1.509384019300341606e-04 1.566523133078590035e-04 1.627996243769302964e-04 1.694315142231062055e-04 1.766075583873316646e-04 1.843975041992962360e-04 1.928835263242945075e-04 2.021632244577631354e-04 2.123532904079183936e-04 2.235944120911881328e-04 2.360579819651320577e-04 2.499546681065112352e-04 2.655466378200799227e-04 2.831639721989631653e-04 3.032286476809531450e-04 3.262883692514151335e-04 3.530675312504172325e-04
2.322605178051162511e-05 1.273642265005037189e-04 1.307651837123557925e-04 1.343437761534005404e-04 1.381142647005617619e-04 1.420924236299470067e-04 1.462958898628130555e-04 1.507442648289725184e-04 1.554595801280811429e-04 1.604665303602814674e-04 1.657929824432358146e-04 1.714704412734135985e-04 1.775347482180222869e-04 1.840267359511926770e-04 1.909932470880448818e-04 1.984881382668390870e-04 2.065738517558202147e-04 2.153229870600625873e-04 2.248206292279064655e-04 2.351669390918686986e-04 2.464809222146868706e-04 2.589047944638878107e-04 2.726101665757596493e-04 2.878059749491512775e-04 3.047490899916738272e-04 3.237590426579117775e-04 3.452384262345731258e-04 3.697015636134892702e-04 3.978163877036422491e-04 4.304659960325807333e-04
2.564579153840895742e-05 1.552846515551209450e-04 1.594311761436983943e-04 1.637942623347043991e-04 1.683912996668368578e-04 1.732415403239428997e-04 1.783664629328995943e-04 1.837900199461728334e-04 1.895390014396980405e-04 1.956435735337436199e-04 2.021376567427068949e-04 2.090597117785364389e-04 2.164534089388325810e-04 2.243685594294220209e-04 2.328622213099151850e-04 2.420001401333138347e-04 2.518584078643471003e-04 2.625254855956882238e-04 2.741051430348306894e-04 2.867195580620318651e-04 3.005137550644576550e-04 3.156611637677997351e-04 3.323709825053811073e-04 3.508978988975286484e-04 3.715552447829395533e-04 3.947324876207858324e-04 4.209205217193812132e-04 4.507464182097464800e-04 4.850243858527392149e-04 5.248312954790890217e-04
